articleNo,complexNo,articleName,articleRealEstateTypeName,tradeTypeName,floorInfo,priceChangeState,isPriceModification,dealOrWarrantPrc,rentPrc,areaName,pyeongName,area1,area2,direction,articleConfirmYmd,articleFeatureDesc,tagList,buildingName,sameAddrCnt,sameAddrMaxPrc,sameAddrMinPrc,cpName,cpPcArticleUrl,latitude,longitude,realtorName,complexName,매물등록경과일,householdCountByPyeong,dealCount,leaseCount,rentCount,shortTermRentCount,roomCnt,bathroomCnt,averageTotalPrice,dealPriceMin2,dealPriceMax2,dealPricePerSpaceMin,dealPricePerSpaceMax,dealPriceString,dealPricePerSpaceString,leasePriceString,leasePricePerSpaceString,leasePriceRateString,rentPriceString,rentDepositPriceMin2,rentPriceMin2,rentDepositPriceMax2,rentPriceMax2,매매매물출현율,전세매물출현율,월세매물출현율,provider,baseYearMonthDay,dealUpperPriceLimit,dealAveragePrice,dealLowPriceLimit,dealAveragePriceChangeAmount,leaseUpperPriceLimit,leaseAveragePrice,leaseLowPriceLimit,leaseAveragePriceChangeAmount,rentLowPrice,deposit,rentUpperPrice,upperPriceLimit,averagePriceLimit,lowPriceLimit,priceChangeAmount,leasePerDealRate,floorType,downloadDate
2512170555,136913,광교더리브,아파트,매매,고/27,SAME,False,14억,,112D,34D,112,84,남동향,2025-03-08,호수뷰인테리어굿중앙역도보거리초중고인접,['15년이내' '방세개' '화장실두개' '고층'],6206동,1,14억,14억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512170555,37.288908,127.064001,광교명품합동공인중개사무소,광교더리브,3,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2511921266,136913,광교더리브,아파트,매매,저/27,SAME,False,12억,,112D,34D,112,84,남동향,2025-03-07,올수리 빠른입주가능 안정적인 중앙공원뷰 해 잘들어오는집,['15년이내' '올수리' '방세개' '화장실두개'],6209동,2,12억,11억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511921266,37.290319,127.063138,광교더리브 공인중개사사무소,광교더리브,4,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39
2511929951,136913,광교더리브,아파트,매매,중/27,SAME,False,11억 2000,,112E,34E,112,84,남서향,2025-03-07,긴잔금가능 날짜협의,['15년이내' '방세개' '화장실두개' '중층'],6209동,2,11억 2000,11억 2000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511929951,37.290319,127.063138,더리브 행복한광교공인중개사사무소,광교더리브,4,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,중층,2025-03-11 22:19:39
2512288188,136913,광교더리브,아파트,매매,고/27,SAME,False,12억,,112D,34D,112,84,남동향,2025-03-08,월세안고매매중앙공원신대호수와 원천호수접근성굿집상태깨끗,['15년이내' '방세개' '화장실두개' '고층'],6209동,3,12억,12억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512288188,37.290319,127.063138,광교로뎀공인,광교더리브,3,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2511930029,136913,광교더리브,아파트,매매,저/27,SAME,False,11억,,112D,34D,112,84,남향,2025-03-07,원천호수뷰 로얄동 주인거주,['15년이내' '방세개' '화장실두개' '세대당1대'],6205동,2,11억,11억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511930029,37.288321,127.064415,더리브 행복한광교공인중개사사무소,광교더리브,4,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39
2511920465,136913,광교더리브,아파트,전세,저/27,SAME,False,6억,,112D,34D,112,84,남동향,2025-03-07,올수리 빠른입주가능 안정적인 중앙공원뷰 해 잘들어오는집,['15년이내' '융자금적은' '올수리' '방세개'],6209동,2,6억,6억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511920465,37.290319,127.063138,광교더리브 공인중개사사무소,광교더리브,4,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39
2511855167,136913,광교더리브,아파트,매매,고/27,SAME,False,12억,,112E,34E,112,84,남향,2025-03-07,주인거주중 입주협의 최고의 뷰 맛집,['15년이내' '방세개' '화장실두개' '고층'],6205동,2,12억,12억,부동산뱅크,http://www.neonet.co.kr/rd/rd.php?UID=2511855167,37.288321,127.064415,로얄(단지내)공인중개사,광교더리브,4,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2511756838,136913,광교더리브,아파트,매매,고/27,SAME,False,12억 5000,,112E,34E,112,84,남동향,2025-03-06,호수뷰와 공원뷰가 펜트하우스급임,['15년이내' '방세개' '화장실두개' '펜트하우스'],6205동,1,12억 5000,12억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511756838,37.288321,127.064415,더리브 축복공인중개사사무소,광교더리브,5,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2511376544,136913,광교더리브,아파트,매매,고/27,SAME,False,12억 5000,,112D,34D,112,84,남동향,2025-03-05,최고의 파노라마뷰 주인거주로 내부상태깨끗 ,['15년이내' '방세개' '화장실두개' '고층'],6205동,2,12억 5000,12억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511376544,37.288321,127.064415,광교더리브 공인중개사사무소,광교더리브,6,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2511381422,136913,광교더리브,아파트,매매,저/24,SAME,False,11억,,99B,30B,99,74,남서향,2025-03-05,높은저층 조정가능 원천호수뷰 깨끗하고 밝은집 ,['15년이내' '방세개' '화장실두개' '세대당1대'],6203동,1,11억,11억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511381422,37.288744,127.063521,광교더리브 공인중개사사무소,광교더리브,6,36,6,0,0,0,3,2,285127,105000,110000,3499,3666,10억 5000~11억,(3499~3666만원/3.3㎡),,,,,,,,,16.7%,0.0%,0.0%,kbstar,2025-03-07,102000,97500,92000,0,53500,50000,46000,0,0,0,0,53500,50000,46000,0,50~52%,저층,2025-03-11 22:19:39
2511381448,136913,광교더리브,아파트,매매,고/27,SAME,False,12억,,112E,34E,112,84,남동향,2025-03-05,최고의 중앙공원 신대호수뷰 집주인거주로 관리잘됨,['15년이내' '방세개' '화장실두개' '고층'],6208동,1,12억,12억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511381448,37.289879,127.063419,광교더리브 공인중개사사무소,광교더리브,6,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2511377126,136913,광교더리브,아파트,매매,중/27,SAME,False,12억,,112D,34D,112,84,남동향,2025-03-05,안정적인 중앙공원 신대호수뷰 빠른입주가능,['15년이내' '방세개' '화장실두개' '중층'],6209동,1,12억,12억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511377126,37.290319,127.063138,광교더리브 공인중개사사무소,광교더리브,6,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,중층,2025-03-11 22:19:39
2511380669,136913,광교더리브,아파트,매매,고/27,SAME,False,12억 5000,,112E,34E,112,84,남동향,2025-03-05,막힘없는 중앙공원 리조트뷰 실내매우깨끗,['15년이내' '방세개' '화장실두개' '고층'],6207동,1,12억 5000,12억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511380669,37.289489,127.063659,광교더리브 공인중개사사무소,광교더리브,6,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2511377696,136913,광교더리브,아파트,매매,중/27,SAME,False,11억 8000,,112E,34E,112,84,남동향,2025-03-05,전세끼고 막힘없는 리조트뷰 깨끗하고 관리잘된집,['15년이내' '방세개' '화장실두개' '중층'],6206동,2,11억 8000,11억 8000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511377696,37.288908,127.064001,광교더리브 공인중개사사무소,광교더리브,6,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,중층,2025-03-11 22:19:39
2511377673,136913,광교더리브,아파트,매매,저/24,SAME,False,10억 5000,,99B,30B,99,74,남서향,2025-03-05,높은저층 안정적인 원천호수뷰 깨끗하고 밝은집 날짜조정가능 ,['15년이내' '방세개' '화장실두개' '세대당1대'],6203동,1,10억 5000,10억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511377673,37.288744,127.063521,광교더리브 공인중개사사무소,광교더리브,6,36,6,0,0,0,3,2,285127,105000,110000,3499,3666,10억 5000~11억,(3499~3666만원/3.3㎡),,,,,,,,,16.7%,0.0%,0.0%,kbstar,2025-03-07,102000,97500,92000,0,53500,50000,46000,0,0,0,0,53500,50000,46000,0,50~52%,저층,2025-03-11 22:19:39
2511378325,136913,광교더리브,아파트,월세,저/24,SAME,False,3억,150,112E,34E,112,84,남동향,2025-03-05,보증금조정가능 단지 정원뷰 아이키우기좋음,['15년이내' '융자금적은' '방세개' '화장실두개'],6203동,1,3억/150,3억/150,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511378325,37.288744,127.063521,광교더리브 공인중개사사무소,광교더리브,6,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39
2511381430,136913,광교더리브,아파트,매매,중/23,SAME,False,11억 5000,,112E,34E,112,84,남동향,2025-03-05,깨끗하게 관리잘된집 트인산뷰 잔금여유있음,['15년이내' '방세개' '화장실두개' '중층'],6204동,1,11억 5000,11억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511381430,37.288242,127.06393,광교더리브 공인중개사사무소,광교더리브,6,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,중층,2025-03-11 22:19:39
2511379453,136913,광교더리브,아파트,매매,고/27,SAME,False,12억 5000,,112E,34E,112,84,남서향,2025-03-05,RR 환상적인 원천호수뷰 따뜻하고 깨끗한집 입주언제든 가능,['15년이내' '방세개' '화장실두개' '고층'],6205동,2,12억 5000,12억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511379453,37.288321,127.064415,광교더리브 공인중개사사무소,광교더리브,6,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2511354763,136913,광교더리브,아파트,매매,중/27,SAME,False,12억 5000,,112D,34D,112,84,남서향,2025-03-05,입주가능  최상의호수뷰  밝고깨끗한집  입주일협의가능  햇빛가득한집,['15년이내' '방세개' '화장실두개' '중층'],6205동,3,12억 5000,12억 2000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511354763,37.288321,127.064415,광교로공인중개사사무소,광교더리브,6,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,중층,2025-03-11 22:19:39
2510737535,136913,광교더리브,아파트,매매,고/26,SAME,False,11억,,99A,30A,99,74,남서향,2025-02-28,,['15년이내' '방세개' '화장실두개' '고층'],6201동,1,11억,11억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2510737535,37.289709,127.062411,팔팔공인중개사사무소,광교더리브,11,97,6,0,0,0,3,2,285127,103000,120000,3433,3999,10억 3000~12억,(3433~3999만원/3.3㎡),,,,,,,,,6.2%,0.0%,0.0%,kbstar,2025-03-07,102000,97500,92000,0,53500,50000,46000,0,0,0,0,53500,50000,46000,0,50~52%,고층,2025-03-11 22:19:39
2510407673,136913,광교더리브,아파트,매매,고/27,SAME,False,11억 5000,,112E,34E,112,84,남동향,2025-02-26,추천매물 공원뷰 호수뷰 조율가능,['15년이내' '방세개' '화장실두개' '고층'],6209동,1,11억 5000,11억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2510407673,37.290319,127.063138,더리브 행복한광교공인중개사사무소,광교더리브,13,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2508708417,136913,광교더리브,아파트,매매,24/27,SAME,False,12억 5000,,112E,34E,112,84,남서향,2025-02-18,판상형공세권 중앙역도보거리 최고의주거환경,['15년이내' '방세개' '화장실두개' '고층'],6208동,1,12억 5000,12억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2508708417,37.289879,127.063419,광교명품합동공인중개사무소,광교더리브,21,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2510283509,136913,광교더리브,아파트,매매,중/24,SAME,False,11억,,112D,34D,112,84,남향,2025-02-25,단독.전망좋은 깨끗한집.주인거주중.가격조정가.이사일 협의가능,['15년이내' '방세개' '화장실두개' '중층'],6203동,1,11억,11억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2510283509,37.288744,127.063521,광교더힐공인중개사사무소,광교더리브,14,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,중층,2025-03-11 22:19:39
2508267073,136913,광교더리브,아파트,매매,25/26,SAME,False,11억,,99A,30A,99,74,남서향,2025-02-15,트인 시티뷰 해잘들어오고 따뜻함 집깨끗함,['15년이내' '방세개' '화장실두개' '고층'],6201동,1,11억,11억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2508267073,37.289709,127.062411,광교더리브 공인중개사사무소,광교더리브,24,97,6,0,0,0,3,2,285127,103000,120000,3433,3999,10억 3000~12억,(3433~3999만원/3.3㎡),,,,,,,,,6.2%,0.0%,0.0%,kbstar,2025-03-07,102000,97500,92000,0,53500,50000,46000,0,0,0,0,53500,50000,46000,0,50~52%,고층,2025-03-11 22:19:39
2509498550,136913,광교더리브,아파트,매매,고/27,SAME,False,11억 5000,,112E,34E,112,84,남동향,2025-02-21,전세끼고 최고의 중앙공원 신대호수 리조트뷰 조건조정가능,['15년이내' '방세개' '화장실두개' '고층'],6208동,1,11억 5000,11억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2509498550,37.289879,127.063419,광교더리브 공인중개사사무소,광교더리브,18,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2509556998,136913,광교더리브,아파트,매매,중/27,SAME,False,13억 5000,,112D,34D,112,84,남동향,2025-02-21,4계절을 느낄수있는 중앙공원 신대호수뷰 내부상태깨끗 ,['15년이내' '방세개' '화장실두개' '중층'],6206동,1,13억 5000,13억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2509556998,37.288908,127.064001,광교더리브 공인중개사사무소,광교더리브,18,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,중층,2025-03-11 22:19:39
2509481743,136913,광교더리브,아파트,매매,고/27,SAME,False,11억 9000,,112D,34D,112,84,남동향,2025-02-21,인테리어 호수뷰 주인거주 조건조율가능,['15년이내' '방세개' '화장실두개' '고층'],6208동,1,11억 9000,11억 9000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2509481743,37.289879,127.063419,더리브 행복한광교공인중개사사무소,광교더리브,18,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
2508320119,136913,광교더리브,아파트,매매,고/24,SAME,False,12억,,99A,30A,99,74,남서향,2025-02-15,주인거주중이사협의,['15년이내' '방세개' '화장실두개' '고층'],6202동,1,12억,12억,부동산렛츠,http://rego.kr/rd/rd.asp?UID=2508320119,37.289472,127.06271,해송종합부동산중개사무소,광교더리브,24,97,6,0,0,0,3,2,285127,103000,120000,3433,3999,10억 3000~12억,(3433~3999만원/3.3㎡),,,,,,,,,6.2%,0.0%,0.0%,kbstar,2025-03-07,102000,97500,92000,0,53500,50000,46000,0,0,0,0,53500,50000,46000,0,50~52%,고층,2025-03-11 22:19:39
2508234338,136913,광교더리브,아파트,매매,저/27,SAME,False,11억 9000,,112D,34D,112,84,남동향,2025-02-15,높은저층 초록초록뷰,['15년이내' '방세개' '화장실두개' '세대당1대'],6208동,1,11억 9000,11억 9000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2508234338,37.289879,127.063419,더리브 행복한광교공인중개사사무소,광교더리브,24,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39
2508148976,136913,광교더리브,아파트,전세,저/27,SAME,False,7억,,112E,34E,112,84,남동향,2025-02-14,하시입주 집상태매우깨끗,['15년이내' '융자금적은' '방세개' '화장실두개'],6208동,1,7억,7억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2508148976,37.289879,127.063419,더리브 축복공인중개사사무소,광교더리브,25,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39
2507272177,136913,광교더리브,아파트,전세,저/27,SAME,False,6억 5000,,112E,34E,112,84,남동향,2025-02-11,즉시입주 도배필름완료  조율가능 융자없음,['15년이내' '융자금없는' '방세개' '화장실두개'],6207동,1,6억 5000,6억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2507272177,37.289489,127.063659,더리브 행복한광교공인중개사사무소,광교더리브,28,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39
2512867293,136913,광교더리브,아파트,전세,저/24,SAME,False,5억 9000,,112E,34E,112,84,남동향,2025-03-11,34 컨디션우수 조용하고 아늑한 뷰 신분당선도보권 광교호수공원,['15년이내' '방세개' '화장실두개' '세대당1대'],6203동,1,5억 9000,5억 9000,한국공인중개사협회,http://www.karhanbang.com/naver_link.asp?UID=2512867293,37.288744,127.063521,대림사랑공인중개사사무소,광교더리브,0,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39
2511525748,136913,광교더리브,아파트,매매,2/27,SAME,False,10억 3000,,112D,34D,112,84,남동향,2025-03-05,주인거주 예쁜 단지 뷰 ,['15년이내' '방세개' '화장실두개' '세대당1대'],6207동,1,10억 3000,10억 3000,한국공인중개사협회,http://www.karhanbang.com/naver_link.asp?UID=2511525748,37.289489,127.063659,광교가이드공인중개사사무소,광교더리브,6,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000,250,5000,250,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39
