aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,matchedRoadAddress,complexNo,downloadDate,complexName,pyeongName,pyeongName2,max_floor,floor_type,dealDate,dealDateClass,pyeongName3
 ,광교더리브,41117-287,1013,0000,2013, , , ,"103,000",13,5,2021, , ,74.78,24,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,,,2021-05-13,5,30
 ,광교더리브,41117-287,1013,0000,2013, , , ,"107,000",6,5,2021, , ,74.78,21,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,,,2021-05-06,5,30
 ,광교더리브,41117-287,1013,0000,2013, , , ,"107,000",6,5,2021, , ,74.78,21,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,,,2021-05-06,5,30
 ,광교더리브,41117-287,1013,0000,2013, , , ,"107,500",25,6,2021, , ,84.81,4,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,,,2021-06-25,5,34
 ,광교더리브,41117-287,1013,0000,2013, , , ,"129,000",14,8,2021, , ,84.81,10,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,,,2021-08-14,5,34
 ,광교더리브,41117-287,1013,0000,2013, ,22.01.25,O,"135,000",24,9,2021, , ,84.81,16,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,,,2021-09-24,5,34
 ,광교더리브,41117-287,1013,0000,2013, , , ,"129,500",10,9,2021, , ,84.81,9,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,,,2021-09-10,5,34
 ,광교더리브,41117-287,1013,0000,2013, , , ,"130,000",11,9,2021, , ,84.81,3,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,,,2021-09-11,5,34
 ,광교더리브,41117-287,1013,0000,2013, , , ,"123,000",3,9,2021, , ,84.81,10,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,,,2021-09-03,5,34
 ,광교더리브,41117-287,1013,0000,2013, , , ,"112,500",27,12,2021,중개거래,경기 수원영통구,74.78,18,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,,,2021-12-27,5,30
 ,광교더리브,41117-287,1013,0000,2013, , , ,"112,500",27,12,2021,중개거래,경기 수원영통구,74.78,18,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,,,2021-12-27,5,30
 ,광교더리브,41117-287,1013,0000,2013, , , ,"120,000",11,1,2022,중개거래,경기 수원영통구,84.81,11,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,,,2022-01-11,5,34
 ,광교더리브,41117-287,1013,0000,2013, , , ,"135,000",19,1,2022,중개거래,경기 수원영통구,84.81,16,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,,,2022-01-19,5,34
 ,광교더리브,41117-287,1013,0000,2013, , , ,"101,000",21,10,2022,중개거래,경기 수원영통구,84.92,24,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,,,2022-10-21,3,34
 ,광교더리브,41117-287,1013,0000,2013, , , ,"77,000",30,11,2022,중개거래,경기 수원영통구,74.78,5,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,,,2022-11-30,3,30
 ,광교더리브,41117-287,1013,0000,2013, , , ,"77,000",30,11,2022,중개거래,경기 수원영통구,74.78,5,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,,,2022-11-30,3,30
 ,광교더리브,41117-287,1013,0000,2013, , , ,"78,000",11,11,2022,중개거래,경기 수원영통구,74.78,18,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,,,2022-11-11,3,30
 ,광교더리브,41117-287,1013,0000,2013, , , ,"78,000",11,11,2022,중개거래,경기 수원영통구,74.78,18,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,,,2022-11-11,3,30
 ,광교더리브,41117-287,1013,0000,2013, , , ,"90,000",10,12,2022,중개거래,경기 수원영통구,84.92,21,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,,,2022-12-10,3,34
 ,광교더리브,41117-287,1013,0000,2013, ,23.03.15,O,"91,000",30,12,2022,중개거래,경기 수원영통구,84.92,27,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,,,2022-12-30,3,34
 ,광교더리브,41117-287,1013,0000,2013, , , ,"90,000",7,12,2022,중개거래,경기 수원영통구,84.81,15,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,,,2022-12-07,3,34
 ,광교더리브,41117-287,1013,0000,2013, , , ,"79,500",17,12,2022,중개거래,경기 수원영통구,74.78,7,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,,,2022-12-17,3,30
 ,광교더리브,41117-287,1013,0000,2013, , , ,"79,500",17,12,2022,중개거래,경기 수원영통구,74.78,7,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,,,2022-12-17,3,30
6209,광교더리브,41117-287,1013,0000,2013, , , ,"86,000",28,1,2023,중개거래,경기 수원영통구 경기 용인수지구,84.81,13,1013,1,N,23.02.28,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,27.0,중층,2023-01-28,3,34
6208,광교더리브,41117-287,1013,0000,2013, , , ,"90,000",18,1,2023,중개거래,경기 수원영통구,84.92,25,1013,1,N,23.04.10,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,27.0,고층,2023-01-18,3,34
6201,광교더리브,41117-287,1013,0000,2013, , , ,"80,600",26,1,2023,중개거래,경기 수원영통구,74.78,20,1013,1,N,23.05.04,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,26.0,고층,2023-01-26,3,30
6201,광교더리브,41117-287,1013,0000,2013, , , ,"80,600",26,1,2023,중개거래,경기 수원영통구,74.78,20,1013,1,N,23.05.04,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,26.0,고층,2023-01-26,3,30
6206,광교더리브,41117-287,1013,0000,2013, , , ,"91,000",24,2,2023,중개거래,경기 수원영통구,84.92,27,1013,1,N,23.03.27,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,27.0,탑층,2023-02-24,3,34
6208,광교더리브,41117-287,1013,0000,2013, , , ,"90,000",20,2,2023,중개거래,경기 수원영통구,84.81,1,1013,1,N,23.03.13,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,27.0,1층,2023-02-20,3,34
6201,광교더리브,41117-287,1013,0000,2013, , , ,"86,000",17,2,2023,중개거래,경기 수원영통구,74.78,23,1013,1,N,23.06.15,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,26.0,고층,2023-02-17,3,30
6201,광교더리브,41117-287,1013,0000,2013, , , ,"86,000",17,2,2023,중개거래,경기 수원영통구,74.78,23,1013,1,N,23.06.15,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,26.0,고층,2023-02-17,3,30
6201,광교더리브,41117-287,1013,0000,2013, , , ,"86,000",21,2,2023,중개거래,경기 수원영통구,74.78,14,1013,1,N,23.05.31,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,26.0,중층,2023-02-21,3,30
6201,광교더리브,41117-287,1013,0000,2013, , , ,"86,000",21,2,2023,중개거래,경기 수원영통구,74.78,14,1013,1,N,23.05.31,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,26.0,중층,2023-02-21,3,30
6205,광교더리브,41117-287,1013,0000,2013, , , ,"87,000",16,2,2023,중개거래,경기 수원영통구,84.92,2,1013,1,N,23.04.27,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,27.0,저층,2023-02-16,3,34
6204,광교더리브,41117-287,1013,0000,2013, , , ,"90,000",8,2,2023,중개거래,경기 수원영통구,84.92,6,1013,1,N,23.04.25,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,23.0,저층,2023-02-08,3,34
6202,광교더리브,41117-287,1013,0000,2013, , , ,"80,000",4,2,2023,중개거래,경기 수원영통구,74.78,13,1013,1,N,23.05.15,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,24.0,중층,2023-02-04,3,30
6202,광교더리브,41117-287,1013,0000,2013, , , ,"80,000",4,2,2023,중개거래,경기 수원영통구,74.78,13,1013,1,N,23.05.15,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,24.0,중층,2023-02-04,3,30
6206,광교더리브,41117-287,1013,0000,2013, , , ,"93,500",7,2,2023,중개거래,경기 수원영통구,84.81,21,1013,1,N,23.04.21,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,27.0,고층,2023-02-07,3,34
6202,광교더리브,41117-287,1013,0000,2013, , , ,"85,000",7,2,2023,중개거래,경기 수원영통구,74.78,14,1013,1,N,23.06.07,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,24.0,중층,2023-02-07,3,30
6202,광교더리브,41117-287,1013,0000,2013, , , ,"85,000",7,2,2023,중개거래,경기 수원영통구,74.78,14,1013,1,N,23.06.07,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,24.0,중층,2023-02-07,3,30
6201,광교더리브,41117-287,1013,0000,2013, , , ,"78,000",1,2,2023,중개거래,경기 수원영통구,74.78,10,1013,1,N,23.03.23,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,26.0,중층,2023-02-01,3,30
6201,광교더리브,41117-287,1013,0000,2013, , , ,"78,000",1,2,2023,중개거래,경기 수원영통구,74.78,10,1013,1,N,23.03.23,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,26.0,중층,2023-02-01,3,30
6206,광교더리브,41117-287,1013,0000,2013, , , ,"93,500",6,2,2023,중개거래,경기 수원영통구,84.81,5,1013,1,N,23.04.10,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,27.0,저층,2023-02-06,3,34
6204,광교더리브,41117-287,1013,0000,2013, , , ,"83,200",7,2,2023,중개거래,경기 수원영통구,74.78,5,1013,1,N,23.06.30,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,23.0,저층,2023-02-07,3,30
6204,광교더리브,41117-287,1013,0000,2013, , , ,"83,200",7,2,2023,중개거래,경기 수원영통구,74.78,5,1013,1,N,23.06.30,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,23.0,저층,2023-02-07,3,30
6202,광교더리브,41117-287,1013,0000,2013, , , ,"82,300",3,2,2023,중개거래,경기 수원영통구,74.78,17,1013,1,N,23.04.20,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,24.0,고층,2023-02-03,3,30
6202,광교더리브,41117-287,1013,0000,2013, , , ,"82,300",3,2,2023,중개거래,경기 수원영통구,74.78,17,1013,1,N,23.04.20,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,24.0,고층,2023-02-03,3,30
6208,광교더리브,41117-287,1013,0000,2013, , , ,"90,000",28,3,2023,중개거래,경기 수원영통구,84.81,4,1013,1,N,23.07.07,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,27.0,저층,2023-03-28,3,34
6208,광교더리브,41117-287,1013,0000,2013, , , ,"95,500",9,3,2023,중개거래,경기 수원영통구,84.81,20,1013,1,N,23.05.24,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,27.0,고층,2023-03-09,3,34
6209,광교더리브,41117-287,1013,0000,2013, , , ,"95,000",1,3,2023,중개거래,경기 수원영통구,84.81,10,1013,1,N,23.05.30,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,27.0,중층,2023-03-01,3,34
6204,광교더리브,41117-287,1013,0000,2013, , , ,"84,800",17,4,2023,중개거래,경기 수원영통구,84.92,1,1013,1,N,23.06.14,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,23.0,1층,2023-04-17,3,34
6205,광교더리브,41117-287,1013,0000,2013, , , ,"95,000",26,4,2023,중개거래,경기 수원영통구,84.92,12,1013,1,N,23.08.04,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,27.0,중층,2023-04-26,3,34
6208,광교더리브,41117-287,1013,0000,2013, , , ,"96,000",6,4,2023,중개거래,경기 수원영통구,84.81,16,1013,1,N,23.06.26,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,27.0,중층,2023-04-06,3,34
6201,광교더리브,41117-287,1013,0000,2013, , , ,"87,000",11,4,2023,중개거래,경기 수원영통구,74.78,15,1013,1,N,23.08.03,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,26.0,중층,2023-04-11,3,30
6201,광교더리브,41117-287,1013,0000,2013, , , ,"87,000",11,4,2023,중개거래,경기 수원영통구,74.78,15,1013,1,N,23.08.03,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,26.0,중층,2023-04-11,3,30
6202,광교더리브,41117-287,1013,0000,2013, , , ,"87,000",19,4,2023,중개거래,경기 수원영통구 경기 용인수지구,74.78,9,1013,1,N,23.05.31,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,24.0,중층,2023-04-19,3,30
6202,광교더리브,41117-287,1013,0000,2013, , , ,"87,000",19,4,2023,중개거래,경기 수원영통구 경기 용인수지구,74.78,9,1013,1,N,23.05.31,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,24.0,중층,2023-04-19,3,30
6202,광교더리브,41117-287,1013,0000,2013, , , ,"87,000",19,4,2023,중개거래,경기 용인수지구,74.78,9,1013,1,N,23.05.31,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,24.0,중층,2023-04-19,3,30
6202,광교더리브,41117-287,1013,0000,2013, , , ,"87,000",19,4,2023,중개거래,경기 용인수지구,74.78,9,1013,1,N,23.05.31,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,24.0,중층,2023-04-19,3,30
6205,광교더리브,41117-287,1013,0000,2013, , , ,"94,000",17,5,2023,중개거래,경기 수원영통구,84.92,16,1013,1,N,23.08.18,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,27.0,중층,2023-05-17,3,34
6204,광교더리브,41117-287,1013,0000,2013, , , ,"97,000",20,5,2023,중개거래,경기 수원영통구,84.92,19,1013,1,N,23.07.20,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,23.0,고층,2023-05-20,3,34
6204,광교더리브,41117-287,1013,0000,2013, , , ,"89,700",11,5,2023,중개거래,경기 수원영통구,74.78,11,1013,1,N,23.07.05,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,23.0,중층,2023-05-11,3,30
6204,광교더리브,41117-287,1013,0000,2013, , , ,"89,700",11,5,2023,중개거래,경기 수원영통구,74.78,11,1013,1,N,23.07.05,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,23.0,중층,2023-05-11,3,30
6208,광교더리브,41117-287,1013,0000,2013, , , ,"98,000",17,5,2023,중개거래,경기 수원영통구,84.81,12,1013,1,N,23.09.22,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,27.0,중층,2023-05-17,3,34
6209,광교더리브,41117-287,1013,0000,2013, , , ,"93,000",17,5,2023,중개거래,경기 수원영통구,84.81,6,1013,1,N,23.06.30,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,27.0,저층,2023-05-17,3,34
6205,광교더리브,41117-287,1013,0000,2013, , , ,"97,000",4,5,2023,중개거래,경기 수원영통구,84.92,19,1013,1,N,23.08.24,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,27.0,고층,2023-05-04,3,34
6202,광교더리브,41117-287,1013,0000,2013, , , ,"87,900",3,5,2023,중개거래,경기 수원영통구,74.78,9,1013,1,N,23.07.28,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,24.0,중층,2023-05-03,3,30
6202,광교더리브,41117-287,1013,0000,2013, , , ,"87,900",3,5,2023,중개거래,경기 수원영통구,74.78,9,1013,1,N,23.07.28,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,24.0,중층,2023-05-03,3,30
6209,광교더리브,41117-287,1013,0000,2013, , , ,"99,500",14,6,2023,중개거래,경기 수원시 영통구,84.92,13,1013,1,N,23.10.30,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,27.0,중층,2023-06-14,3,34
6206,광교더리브,41117-287,1013,0000,2013, , , ,"101,500",28,6,2023,중개거래,경기 수원영통구,84.92,22,1013,1,N,23.09.20,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,27.0,고층,2023-06-28,3,34
6203,광교더리브,41117-287,1013,0000,2013, , , ,"88,500",30,6,2023,중개거래,경기 수원영통구,74.78,11,1013,1,N,24.01.02,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,24.0,중층,2023-06-30,3,30
6203,광교더리브,41117-287,1013,0000,2013, , , ,"88,500",30,6,2023,중개거래,경기 수원영통구,74.78,11,1013,1,N,24.01.02,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,24.0,중층,2023-06-30,3,30
 ,광교더리브,41117-287,1013,0000,2013, ,23.08.16,O,"98,500",14,6,2023,중개거래,경기 수원시영통구,84.92,13,1013,1,N, ,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,,,2023-06-14,3,34
6201,광교더리브,41117-287,1013,0000,2013, , , ,"89,800",9,6,2023,중개거래,경기 수원영통구,74.78,11,1013,1,N,23.10.31,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,26.0,중층,2023-06-09,3,30
6201,광교더리브,41117-287,1013,0000,2013, , , ,"89,800",9,6,2023,중개거래,경기 수원영통구,74.78,11,1013,1,N,23.10.31,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,26.0,중층,2023-06-09,3,30
6203,광교더리브,41117-287,1013,0000,2013, , , ,"96,500",6,6,2023,중개거래,경기 수원영통구,84.92,7,1013,1,N,23.09.11,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,24.0,저층,2023-06-06,3,34
6204,광교더리브,41117-287,1013,0000,2013, , , ,"93,500",8,6,2023,중개거래,경기 수원영통구,84.81,2,1013,1,N,23.09.25,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,23.0,저층,2023-06-08,3,34
6203,광교더리브,41117-287,1013,0000,2013, , , ,"93,500",10,6,2023,중개거래,경기 수원영통구,84.92,6,1013,1,N,23.08.04,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,24.0,저층,2023-06-10,3,34
6208,광교더리브,41117-287,1013,0000,2013, , , ,"105,000",21,7,2023,중개거래,경기 수원영통구,84.81,15,1013,1,N,23.11.15,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112E,34E,27.0,중층,2023-07-21,3,34
6209,광교더리브,41117-287,1013,0000,2013, , , ,"103,900",15,7,2023,중개거래,경기 수원영통구,84.92,21,1013,1,N,23.10.24,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,27.0,고층,2023-07-15,3,34
6204,광교더리브,41117-287,1013,0000,2013, , , ,"90,300",25,7,2023,중개거래,경기 수원영통구,74.78,5,1013,1,N,23.09.21,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,23.0,저층,2023-07-25,3,30
6204,광교더리브,41117-287,1013,0000,2013, , , ,"90,300",25,7,2023,중개거래,경기 수원영통구,74.78,5,1013,1,N,23.09.21,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,23.0,저층,2023-07-25,3,30
6204,광교더리브,41117-287,1013,0000,2013, , , ,"92,000",13,7,2023,중개거래,경기 수원영통구,74.78,6,1013,1,N,23.08.31,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,23.0,저층,2023-07-13,3,30
6204,광교더리브,41117-287,1013,0000,2013, , , ,"92,000",13,7,2023,중개거래,경기 수원영통구,74.78,6,1013,1,N,23.08.31,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99B,30B,23.0,저층,2023-07-13,3,30
6207,광교더리브,41117-287,1013,0000,2013, , , ,"101,000",12,7,2023,중개거래,경기 수원영통구,84.92,18,1013,1,N,23.09.15,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,112D,34D,27.0,중층,2023-07-12,3,34
6202,광교더리브,41117-287,1013,0000,2013, , , ,"89,700",19,7,2023,중개거래,경기 수원영통구,74.78,19,1013,1,N,23.09.11,센트럴파크로,00034,00000,3177032,02,41117,0,41117, ,10400,하동,센트럴파크로 34,136913,2025-03-02 21:59,광교더리브,99A,30A,24.0,고층,2023-07-19,3,30
