complexNo,complexName,pyeongNo,pyeongName,pyeongName2,tradeType,year,floor,date,price,pyeongName3,dealDate,dealAmount,dealDateClass,downloadDate
136913,광교더리브,3,112D,34D,A1,5,7,2023-12-02,90000,34,2023-12-02,90000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,9,2023-10-07,102000,34,2023-10-07,102000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,17,2023-09-07,92500,34,2023-09-07,92500,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,9,2023-08-30,100000,34,2023-08-30,100000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,12,2023-08-24,100000,34,2023-08-24,100000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,21,2023-07-15,103900,34,2023-07-15,103900,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,18,2023-07-12,101000,34,2023-07-12,101000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,22,2023-06-28,101500,34,2023-06-28,101500,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,13,2023-06-14,99500,34,2023-06-14,99500,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,13,2023-06-14,98500,34,2023-06-14,98500,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,6,2023-06-10,93500,34,2023-06-10,93500,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,7,2023-06-06,96500,34,2023-06-06,96500,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,19,2023-05-20,97000,34,2023-05-20,97000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,16,2023-05-17,94000,34,2023-05-17,94000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,19,2023-05-04,97000,34,2023-05-04,97000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,12,2023-04-26,95000,34,2023-04-26,95000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,1,2023-04-17,84800,34,2023-04-17,84800,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,27,2023-02-24,91000,34,2023-02-24,91000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,2,2023-02-16,87000,34,2023-02-16,87000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,6,2023-02-08,90000,34,2023-02-08,90000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,25,2023-01-18,90000,34,2023-01-18,90000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,27,2022-12-30,91000,34,2022-12-30,91000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,21,2022-12-10,90000,34,2022-12-10,90000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,24,2022-10-21,101000,34,2022-10-21,101000,3,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,13,2021-05-19,117000,34,2021-05-19,117000,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,19,2021-05-18,119800,34,2021-05-18,119800,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,27,2021-05-04,116500,34,2021-05-04,116500,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,20,2021-04-20,117500,34,2021-04-20,117500,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,15,2021-04-10,117000,34,2021-04-10,117000,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,1,2021-03-27,108000,34,2021-03-27,108000,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,12,2021-03-24,100000,34,2021-03-24,100000,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,21,2021-03-18,122000,34,2021-03-18,122000,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,17,2021-03-09,64500,34,2021-03-09,64500,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,7,2021-02-27,95000,34,2021-02-27,95000,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,27,2021-02-24,117500,34,2021-02-24,117500,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,10,2021-02-18,119700,34,2021-02-18,119700,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,15,2021-02-16,121000,34,2021-02-16,121000,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,5,2021-01-30,109800,34,2021-01-30,109800,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,10,2021-01-30,113000,34,2021-01-30,113000,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,27,2021-01-16,116000,34,2021-01-16,116000,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,13,2020-12-17,108800,34,2020-12-17,108800,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,3,2020-12-07,89000,34,2020-12-07,89000,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,20,2020-12-05,108000,34,2020-12-05,108000,5,2025-03-11 22:19:39
136913,광교더리브,3,112D,34D,A1,5,4,2020-11-16,94000,34,2020-11-16,94000,5,2025-03-11 22:19:39
